epoch,train_loss,test_loss,train_acc,test_acc
87,0.5521505253374084,0.9633013010025024,0.7355371900826446,0.47540983606557374
88,0.5472865168713341,0.9551543593406677,0.7272727272727273,0.47540983606557374
89,0.5109973951312136,0.9453556537628174,0.7355371900826446,0.4426229508196721
90,0.5346652614183662,0.9482578039169312,0.731404958677686,0.47540983606557374
91,0.5401877677145083,0.9763097763061523,0.7396694214876033,0.45901639344262296
92,0.5472915248929962,0.9593023061752319,0.6983471074380165,0.47540983606557374
93,0.5132916096813422,0.9527331590652466,0.7975206611570248,0.4426229508196721
94,0.5539626641706987,0.9540098905563354,0.743801652892562,0.45901639344262296
95,0.5848824238974201,0.9737361073493958,0.6694214876033058,0.4098360655737705
96,0.526528493431974,0.9955230355262756,0.7272727272727273,0.45901639344262296
97,0.555815822329403,0.918922483921051,0.7272727272727273,0.4262295081967213
98,0.5356981980899149,0.9568874835968018,0.756198347107438,0.4426229508196721
99,0.558901600108659,0.9407030344009399,0.71900826446281,0.4426229508196721
100,0.5272397408800676,0.9570270776748657,0.71900826446281,0.4262295081967213
101,0.5536058717522739,1.000166416168213,0.7148760330578512,0.4262295081967213
102,0.5567846239105729,0.9842389225959778,0.71900826446281,0.47540983606557374
103,0.5468459996310148,0.9818634390830994,0.6900826446280992,0.4426229508196721
104,0.5317942337556318,0.959415078163147,0.731404958677686,0.4262295081967213
105,0.53511027068146,0.9813807606697083,0.7644628099173554,0.4426229508196721
106,0.5188425329844814,0.9599952101707458,0.7603305785123967,0.4262295081967213
107,0.5465461897455957,0.9421530365943909,0.7355371900826446,0.4098360655737705
108,0.5277204895315092,0.9247733950614929,0.7479338842975206,0.45901639344262296
109,0.5353714020784236,0.9554145932197571,0.7355371900826446,0.4426229508196721
110,0.5132895582471012,0.9585719704627991,0.7851239669421488,0.4426229508196721
111,0.544921767120519,0.9498656988143921,0.743801652892562,0.45901639344262296
112,0.5554517862225367,0.9679919481277466,0.7107438016528925,0.45901639344262296
113,0.5171658278496798,0.9879735708236694,0.7231404958677686,0.4426229508196721
114,0.5647525531201323,1.009421467781067,0.6818181818181818,0.4918032786885246
115,0.5212919874624773,0.9589025378227234,0.7396694214876033,0.4918032786885246
116,0.5601445810853942,0.9738768935203552,0.7024793388429752,0.4262295081967213
117,0.5492722249228107,0.9598281383514404,0.7355371900826446,0.45901639344262296
118,0.5217750525671588,0.966992199420929,0.743801652892562,0.45901639344262296
119,0.537030895879446,0.9750872850418091,0.731404958677686,0.45901639344262296
120,0.5283520039448069,0.9462594389915466,0.743801652892562,0.4262295081967213
121,0.5666665080165075,0.9740196466445923,0.7148760330578512,0.4426229508196721
122,0.542277481930315,0.9301304817199707,0.7520661157024794,0.4098360655737705
123,0.5405229359618888,0.9610344171524048,0.71900826446281,0.45901639344262296
124,0.532554083619236,0.9471099376678467,0.731404958677686,0.4262295081967213
125,0.5424795229572895,0.9801521897315979,0.71900826446281,0.39344262295081966
126,0.538603587584062,0.961702823638916,0.7107438016528925,0.4262295081967213
127,0.5281111563532805,0.9871947765350342,0.7107438016528925,0.45901639344262296
128,0.5414715340314817,0.9683074355125427,0.71900826446281,0.45901639344262296
129,0.5437392745136229,0.98151034116745,0.7603305785123967,0.4426229508196721
130,0.5236967858696772,0.9560045003890991,0.7396694214876033,0.4262295081967213
131,0.5081977657050141,0.9670975208282471,0.78099173553719,0.4426229508196721
132,0.495785492510835,0.933861494064331,0.7520661157024794,0.45901639344262296
133,0.5541605417393456,0.9430282115936279,0.7272727272727273,0.45901639344262296
134,0.5153341588895183,0.9661093354225159,0.7644628099173554,0.4426229508196721
135,0.5169734146969378,0.9601747393608093,0.7396694214876033,0.45901639344262296
136,0.5472151932637553,0.9666062593460083,0.7231404958677686,0.4262295081967213
137,0.5083337864599937,0.9797461628913879,0.768595041322314,0.4262295081967213
138,0.5704288325033897,0.9626560807228088,0.7066115702479339,0.4098360655737705
139,0.5476583370492478,0.9658581614494324,0.7479338842975206,0.4262295081967213
140,0.5133895957765501,0.984553873538971,0.743801652892562,0.45901639344262296
141,0.5370429616329099,0.9741916060447693,0.7355371900826446,0.4426229508196721
142,0.5544773485542329,0.9904311895370483,0.7231404958677686,0.4262295081967213
143,0.5413686179917706,0.9911054968833923,0.71900826446281,0.47540983606557374
144,0.5326664492118457,0.9723806381225586,0.768595041322314,0.4098360655737705
145,0.5316123043702654,0.9888266921043396,0.743801652892562,0.47540983606557374
146,0.5197573873129758,0.9821804761886597,0.731404958677686,0.45901639344262296
147,0.5388076251203363,0.9631567001342773,0.7107438016528925,0.4426229508196721
148,0.536431834224827,0.9897927641868591,0.7520661157024794,0.45901639344262296
149,0.5242170253075844,1.0084328651428223,0.7520661157024794,0.47540983606557374
150,0.559247514433112,0.9833453893661499,0.7148760330578512,0.45901639344262296
151,0.5414194223309351,0.9784640669822693,0.71900826446281,0.4426229508196721
152,0.5364260762191015,0.9794915914535522,0.7355371900826446,0.45901639344262296
153,0.525743173912537,1.0097471475601196,0.743801652892562,0.45901639344262296
154,0.5546708624225017,0.9398916959762573,0.7107438016528925,0.4098360655737705
155,0.5325013216862009,0.9662973284721375,0.7272727272727273,0.4426229508196721
156,0.50673344903741,0.9702688455581665,0.7727272727272727,0.45901639344262296
157,0.5393171054272612,0.9568142890930176,0.7520661157024794,0.4098360655737705
158,0.5666244424079075,0.955425500869751,0.7355371900826446,0.4426229508196721
159,0.5274921837917044,0.926164984703064,0.7107438016528925,0.39344262295081966
160,0.5156145617981588,0.9686239361763,0.7479338842975206,0.47540983606557374
161,0.5509451839549482,0.9349134564399719,0.7148760330578512,0.4426229508196721
162,0.5296589771578134,0.9784733653068542,0.731404958677686,0.4426229508196721
163,0.5144418448456063,0.969668447971344,0.743801652892562,0.45901639344262296
164,0.5341361889169236,0.9930683970451355,0.7355371900826446,0.45901639344262296
165,0.5568475920306749,1.029693841934204,0.7148760330578512,0.47540983606557374
166,0.5552493855972921,0.9783133268356323,0.7107438016528925,0.47540983606557374
167,0.530214942191258,0.9698364734649658,0.7272727272727273,0.45901639344262296
168,0.5274836884057226,1.0179283618927002,0.7355371900826446,0.45901639344262296
169,0.5230461782660366,0.985891580581665,0.7148760330578512,0.45901639344262296
170,0.5595226662218078,0.9664307236671448,0.7231404958677686,0.4426229508196721
171,0.5328824518879584,0.9271112680435181,0.7231404958677686,0.47540983606557374
172,0.5126586758400783,0.9441381692886353,0.743801652892562,0.45901639344262296
173,0.5736050137803574,0.9630159735679626,0.7272727272727273,0.4098360655737705
174,0.5595296315910402,1.016040563583374,0.743801652892562,0.45901639344262296
175,0.4950946135954423,0.9820067882537842,0.8016528925619835,0.45901639344262296
176,0.5190501217999735,1.0074139833450317,0.743801652892562,0.47540983606557374
177,0.5477337300284835,0.9876106977462769,0.7148760330578512,0.4426229508196721
178,0.5520253260273579,1.0084539651870728,0.6900826446280992,0.4426229508196721
179,0.5349115359881693,0.9588302373886108,0.7355371900826446,0.47540983606557374
180,0.5415480304355463,0.9488818645477295,0.71900826446281,0.4262295081967213
181,0.555568786445728,0.9652490019798279,0.7148760330578512,0.4426229508196721
182,0.5174734996370047,0.9883698225021362,0.7396694214876033,0.4426229508196721
183,0.5227543076207816,0.986973762512207,0.7479338842975206,0.47540983606557374
184,0.5166426951234991,0.9767901301383972,0.7644628099173554,0.4426229508196721
185,0.507017020844231,0.9608569741249084,0.7479338842975206,0.45901639344262296
186,0.5302638135665705,0.9798161387443542,0.7148760330578512,0.45901639344262296
187,0.5228557084217544,0.9816536903381348,0.756198347107438,0.47540983606557374
188,0.5162883469881105,0.9341921806335449,0.7148760330578512,0.4262295081967213
189,0.5219670893732181,0.95705646276474,0.731404958677686,0.4098360655737705
190,0.543519229928324,0.9602323174476624,0.7066115702479339,0.4262295081967213
191,0.5186947392038077,0.9540217518806458,0.7355371900826446,0.4426229508196721
192,0.5193095478144559,0.9806294441223145,0.731404958677686,0.4262295081967213
193,0.5315569486499818,0.9740705490112305,0.7520661157024794,0.4098360655737705
194,0.5251313275542141,0.9442847371101379,0.7479338842975206,0.4262295081967213
195,0.5326912979449122,0.9426843523979187,0.7396694214876033,0.45901639344262296
196,0.5315779725874751,0.9764223098754883,0.71900826446281,0.4426229508196721
197,0.569822833065159,0.984795331954956,0.7066115702479339,0.45901639344262296
198,0.5617890756977492,0.982599139213562,0.6983471074380165,0.4426229508196721
199,0.5317511637348774,0.9876027703285217,0.7066115702479339,0.47540983606557374
200,0.515617959262911,0.9662920236587524,0.7520661157024794,0.45901639344262296
